,CLIENT_ID,TARGET
179,1506576,0
180,1506611,0
181,1506646,0
182,1506671,0
183,1506672,0
184,1506694,0
185,1506698,0
186,1506729,0
187,1506730,0
188,1506733,0
189,1506737,0
190,1506761,0
191,1506790,0
192,1506793,0
193,1506801,0
194,1506832,0
195,1506859,0
196,1506915,0
197,1506954,0
198,1506971,0
199,1507038,0
200,1507041,0
201,1507074,0
202,1507119,0
203,1507120,0
204,1507123,0
205,1507140,0
206,1507141,0
207,1507157,0
208,1507208,0
209,1507242,0
210,1507359,0
211,1507510,0
212,1507544,0
213,1507571,0
214,1507587,0
215,1507590,0
216,1507612,0
217,1507627,0
218,1507652,0
219,1507655,0
220,1507659,0
221,1507661,0
222,1507687,0
223,1507697,0
224,1507760,0
225,1507769,0
226,1507783,0
227,1507791,0
228,1507815,0
229,1507834,0
230,1507841,0
231,1507848,0
232,1507862,0
233,1507897,0
234,1507903,0
235,1507907,0
236,1507910,0
237,1507943,0
238,1507987,0
239,1507990,0
240,1508007,0
241,1508011,0
242,1508013,0
243,1508032,0
244,1508047,0
245,164368,0
246,1701148,0
247,1701681,0
248,1702439,0
249,1703025,0
250,1709430,0
251,1710465,0
252,1715626,0
253,1723762,0
254,1723822,0
255,1723848,0
256,1723893,0
257,1727825,0
258,1732445,0
259,1732446,0
260,1732606,0
261,1741371,0
262,1741381,0
263,1741488,0
264,1741523,0
265,1741528,0
266,1749764,0
267,1750394,0
268,1750491,0
269,1759198,0
270,1759207,0
271,1759326,0
272,190640,0
273,213911,0
274,233300,0
275,30531,0
276,30693,0
277,31215,0
278,31233,0
279,32923,0
280,33080,0
281,35287,0
282,367147,0
283,403156,0
284,405120,0
285,44071,0
286,44074,0
287,44083,0
288,45722,0
289,46406,0
290,46411,0
291,496389,0
292,52261,0
293,52526,0
294,53631,0
295,549574,0
296,54964,0
297,56349,0
298,56353,0
299,567464,0
300,56927,0
301,58518,0
302,593182,0
303,59992,0
304,623076,0
305,62799,0
306,630386,0
307,65012,0
308,65172,0
309,66469,0
310,66644,0
311,66670,0
312,68128,0
313,68222,0
314,68795,0
315,694055,0
316,70264,0
317,70273,0
318,71078,0
319,739995,0
320,76448,0
321,77448,0
322,77730,0
323,77732,0
324,78467,0
325,78473,0
326,78478,0
327,78480,0
328,78483,0
329,78484,0
330,78485,0
331,78502,0
332,78504,0
333,78529,0
334,78531,0
335,79200,0
336,79208,0
337,79212,0
338,79223,0
339,79228,0
340,79230,0
341,79231,0
342,79234,0
343,79241,0
344,795804,0
345,817334,0
346,846731,0
347,85922,0
348,86029,0
349,908598,0
350,1006410,0
351,1012172,0
352,1014318,0
353,1019999,0
354,1086239,0
355,1129128,0
356,1163426,0
357,1182760,0
358,1193071,0
359,1210833,0
360,1218903,0
361,1220171,0
362,1227373,0
363,1249741,0
364,1253936,0
365,1257460,0
366,1280032,0
367,1288526,0
368,1293395,0
369,129348,0
370,1300448,0
371,1300465,0
372,1302502,0
373,1304457,0
374,1315027,0
375,1323027,0
376,133496,0
377,1344774,0
378,136177,0
379,1363805,0
380,1368066,0
381,1374136,0
382,1375622,0
383,1379584,0
384,1395628,0
385,1398906,0
386,1405255,0
387,1414334,0
388,1417099,0
389,1422523,0
390,142363,0
391,1432213,0
392,1440591,0
393,1444176,0
394,1446793,0
395,1455358,0
396,1456617,0
397,1456631,0
398,1457792,0
399,1464352,0
400,1466300,0
401,1467072,0
402,1471398,0
403,1471501,0
404,1475048,0
405,1475647,0
406,1476019,0
407,1482671,0
408,1485364,0
409,1489635,0
410,1495622,0
411,1499801,0
412,1501608,0
413,1503796,0
414,1503802,0
415,1503804,0
416,1503836,0
417,1503840,0
418,1503864,0
419,1503901,0
420,1503930,0
421,1503953,0
422,1503983,0
423,1504008,0
424,1504013,0
425,1504045,0
426,1504049,0
427,1504077,0
428,1504082,0
429,1504144,0
430,1504176,0
431,1504178,0
432,1504201,0
433,1504230,0
434,1504234,0
435,1504253,0
436,1504302,0
437,1504309,0
438,1504326,0
439,1504330,0
440,1504339,0
441,1504364,0
442,1504370,0
443,1504371,0
444,1504404,0
445,1504405,0
446,1504406,0
447,1504453,0
448,1504474,0
449,1504475,0
450,1504502,0
451,1504504,0
452,1504506,0
453,1504508,0
454,1504510,0
455,1504541,0
456,1504549,0
457,1504551,0
458,1504630,0
459,1504639,0
460,1504739,0
461,1504743,0
462,1504745,0
463,1504782,0
464,1504788,0
465,1504833,0
466,1504840,0
467,1504869,0
468,1504870,0
469,1504879,0
470,1504896,0
471,1504928,0
472,1504984,0
473,1505017,0
474,1505036,0
475,1505041,0
476,1505107,0
477,1505123,0
478,1505138,0
479,1505147,0
480,1505154,0
481,1505215,0
482,1505230,0
483,1505246,0
484,1505306,0
485,1505328,0
486,1505409,0
487,1505447,0
488,1505603,0
489,1505606,0
490,1505657,0
491,1505658,0
492,1505669,0
493,1505727,0
494,1505774,0
495,1505821,0
496,1505875,0
497,1505895,0
498,1505913,0
499,1505922,0
500,1505925,0
501,1505951,0
502,1506022,0
503,1506024,0
504,1506067,0
505,1506097,0
506,1506098,0
507,1506158,0
508,1506161,0
509,1506184,0
510,1506186,0
511,1506210,0
512,1506272,0
513,1506347,0
514,1506385,0
515,1506429,0
516,1506468,0
517,1506526,0
518,1506527,0
519,1506554,0
520,1506556,0
521,1506558,0
522,1506559,0
523,1506560,0
524,1506578,0
525,1506649,0
526,1506702,0
527,1506708,0
528,1506739,0
529,1506757,0
530,1506775,0
531,1506777,0
532,1506780,0
533,1506797,0
534,1506804,0
535,1506868,0
536,1506886,0
537,1506901,0
538,1506906,0
539,1506941,0
540,1507051,0
541,1507079,0
542,1507083,0
543,1507257,0
544,1507315,0
545,1507550,0
546,1507564,0
547,1507575,0
548,1507580,0
549,1507591,0
550,1507599,0
551,1507632,0
552,1507633,0
553,1507645,0
554,1507665,0
555,1507675,0
556,1507677,0
557,1507699,0
558,1507712,0
559,1507719,0
560,1507730,0
561,1507754,0
562,1507779,0
563,1507787,0
564,1507867,0
565,1507882,0
566,1507898,0
567,1507932,0
568,1507954,0
569,1507962,0
570,1507963,0
571,1507982,0
572,1507993,0
573,1508026,0
574,1508034,0
575,1508038,0
576,1508056,0
577,155376,0
578,1723818,0
579,1723872,0
580,1723919,0
581,1732455,0
582,1732489,0
583,1732531,0
584,1732599,0
585,1741354,0
586,1741392,0
587,1741399,0
588,1741471,0
589,1741512,0
590,1750361,0
591,1759225,0
592,1759389,0
593,1768348,0
594,1768391,0
595,181894,0
596,214364,0
597,218483,0
598,220641,0
599,263922,0
600,30711,0
601,30718,0
602,312058,0
603,316620,0
604,317529,0
605,317818,0
606,342184,0
607,37063,0
608,397896,0
609,42985,0
610,42987,0
611,430184,0
612,439669,0
613,45738,0
614,485807,0
615,49306,0
616,493398,0
617,494111,0
618,497207,0
619,50663,0
620,50829,0
621,51065,0
622,53574,0
623,541324,0
624,557573,0
625,560565,0
626,574389,0
627,58129,0
628,625924,0
629,63942,0
630,63944,0
631,65189,0
632,66674,0
633,684828,0
634,68505,0
635,692475,0
636,70278,0
637,70664,0
638,718558,0
639,737898,0
640,740652,0
641,754437,0
642,76598,0
643,76600,0
644,76603,0
645,76604,0
646,76606,0
647,76607,0
648,76609,0
649,76612,0
650,76617,0
651,76618,0
652,76632,0
653,76633,0
654,76675,0
655,77402,0
656,77407,0
657,77409,0
658,77412,0
659,77416,0
660,77424,0
661,77425,0
662,77427,0
663,77435,0
664,77438,0
665,77439,0
666,77444,0
667,77454,0
668,77459,0
669,77460,0
670,77463,0
671,77466,0
672,77470,0
673,77473,0
674,77478,0
675,77495,0
676,77497,0
677,77504,0
678,776393,0
679,783664,0
680,78520,0
681,78586,0
682,797727,0
683,797982,0
684,80292,0
685,80293,0
686,80294,0
687,820719,0
688,830764,0
689,85945,0
690,873786,0
691,886739,0
692,896602,0
693,90052,0
694,913153,0
695,939386,0
696,1010499,0
697,1011256,0
698,1017851,0
699,1028222,0
700,102956,0
701,1035415,0
702,1095204,0
703,1127686,0
704,1144533,0
705,1148770,0
706,1157242,0
707,1176153,0
708,1196402,0
709,1224797,0
710,1242276,0
711,1259874,0
712,1262817,0
713,1266306,0
714,1268714,0
715,1270079,0
716,1300704,0
717,1305868,0
718,1334437,0
719,1345284,0
720,1346586,0
721,1347826,0
722,1356401,0
723,1360954,0
724,1366710,0
725,1367467,0
726,1373652,0
727,1374332,0
728,1376284,0
729,1383355,0
730,1401916,0
731,1404340,0
732,1406458,0
733,1413305,0
734,1414895,0
735,1426432,0
736,1430328,0
737,143053,0
738,1430955,0
739,1432003,0
740,1438540,0
741,1441659,0
742,1445842,0
743,1446018,0
744,1455114,0
745,1460887,0
746,1462819,0
747,1463278,0
748,1464980,0
749,1469312,0
750,1470975,0
751,1471654,0
752,1473551,0
753,1475557,0
754,1477358,0
755,1483195,0
756,1487307,0
757,1489294,0
758,1490423,0
759,1492514,0
760,1496717,0
761,1497819,0
762,1499877,0
763,1503843,0
764,1503961,0
765,1503968,0
766,1504023,0
767,1504109,0
768,1504124,0
769,1504182,0
770,1504184,0
771,1504189,0
772,1504210,0
773,1504278,0
774,1504521,0
775,1504590,0
776,1504716,0
777,1504729,0
778,1504789,0
779,1504824,0
780,1504826,0
781,1504882,0
782,1504893,0
783,1504914,0
784,1504956,0
785,1504976,0
786,1505039,0
787,1505046,0
788,1505098,0
789,1505100,0
790,1505112,0
791,1505116,0
792,1505128,0
793,1505140,0
794,1505165,0
795,1505167,0
796,1505254,0
797,1505295,0
798,1505310,0
799,1505354,0
800,1505366,0
801,1505369,0
802,1505370,0
803,1505376,0
804,1505378,0
805,1505392,0
806,1505395,0
807,1505413,0
808,1505449,0
809,1505450,0
810,1505458,0
811,1505485,0
812,1505488,0
813,1505498,0
814,1505502,0
815,1505535,0
816,1505541,0
817,1505549,0
818,1505551,0
819,1505588,0
820,1505592,0
821,1505610,0
822,1505614,0
823,1505615,0
824,1505628,0
825,1505630,0
826,1505647,0
827,1505681,0
828,1505685,0
829,1505717,0
830,1505723,0
831,1505732,0
832,1505748,0
833,1505752,0
834,1505753,0
835,1505763,0
836,1505785,0
837,1505793,0
838,1505794,0
839,1505844,0
840,1505859,0
841,1505898,0
842,1505929,0
843,1505937,0
844,1505957,0
845,1505994,0
846,1505997,0
847,1506028,0
848,1506045,0
849,1506046,0
850,1506048,0
851,1506073,0
852,1506136,0
853,1506215,0
854,1506258,0
855,1506286,0
856,1506290,0
857,1506292,0
858,1506392,0
859,1506398,0
860,1506464,0
861,1506749,0
862,1506784,0
863,1506874,0
864,1506951,0
865,1506952,0
866,1506962,0
867,1506981,0
868,1506999,0
869,1507012,0
870,1507021,0
871,1507033,0
872,1507044,0
873,1507048,0
874,1507063,0
875,1507071,0
876,1507086,0
877,1507092,0
878,1507098,0
879,1507134,0
880,1507144,0
881,1507161,0
882,1507172,0
883,1507173,0
884,1507206,0
885,1507216,0
886,1507248,0
887,1507260,0
888,1507273,0
889,1507277,0
890,1507293,0
891,1507320,0
892,1507363,0
893,1507365,0
894,1507374,0
895,1507378,0
896,1507385,0
897,1507407,0
898,1507420,0
899,1507421,0
900,1507426,0
901,1507482,0
902,1507647,0
903,1507648,0
904,1507715,0
905,1507776,0
906,1508029,0
907,1508395,0
908,1508655,0
909,1508798,0
910,1508874,0
911,1508882,0
912,1508932,0
913,1508984,0
914,1509057,0
915,1509173,0
916,1509940,0
917,1509941,0
918,1510776,0
919,1510784,0
920,1510817,0
921,1510899,0
922,1510932,0
923,1511161,0
924,1511170,0
925,1511494,0
926,1511495,0
927,1511525,0
928,1511804,0
929,1511969,0
930,1512051,0
931,1699699,0
932,1701400,0
933,1701935,0
934,1706320,0
935,1710042,0
936,1710563,0
937,1711345,0
938,1716114,0
939,1717929,0
940,1718166,0
941,1718445,0
942,1723488,0
943,1723618,0
944,1723914,0
945,1727654,0
946,1731896,0
947,1732486,0
948,1732526,0
949,1740294,0
950,1741332,0
951,1741368,0
952,1741382,0
953,1745639,0
954,1750319,0
955,1750329,0
956,1750354,0
957,1750411,0
958,1750447,0
959,1750490,0
960,1759204,0
961,1759212,0
962,1759343,0
963,1765591,0
964,1768216,0
965,1768218,0
966,185301,0
967,185669,0
968,255608,0
969,277731,0
970,291707,0
971,303272,0
972,305290,0
973,314626,0
974,320778,0
975,332804,0
976,359166,0
977,369451,0
978,37065,0
979,381607,0
980,387133,0
981,399808,0
982,401017,0
983,426015,0
984,436727,0
985,440947,0
986,455898,0
987,512533,0
988,522722,0
989,537618,0
990,538444,0
991,54585,0
992,54971,0
993,54979,0
994,557693,0
995,562491,0
996,57290,0
997,57367,0
998,57632,0
999,57881,0
1000,57883,0
1001,57888,0
1002,583319,0
1003,594758,0
1004,59732,0
1005,61051,0
1006,61058,0
1007,610924,0
1008,63297,0
1009,63300,0
1010,63948,0
1011,643728,0
1012,648957,0
1013,657239,0
1014,660611,0
1015,661368,0
1016,68237,0
1017,682922,0
1018,68384,0
1019,68386,0
1020,68510,0
1021,69535,0
1022,69595,0
1023,70017,0
1024,700561,0
1025,70678,0
1026,70682,0
1027,714730,0
1028,75600,0
1029,75602,0
1030,75603,0
1031,75606,0
1032,75636,0
1033,76622,0
1034,76623,0
1035,76678,0
1036,76681,0
1037,76682,0
1038,76683,0
1039,76688,0
1040,76691,0
1041,76696,0
1042,76705,0
1043,777589,0
1044,782981,0
1045,79161,0
1046,80298,0
1047,80301,0
1048,80302,0
1049,80303,0
1050,80305,0
1051,80306,0
1052,80310,0
1053,80319,0
1054,80321,0
1055,80323,0
1056,80348,0
1057,80352,0
1058,80355,0
1059,816397,0
1060,817760,0
1061,81861,0
1062,81901,0
1063,81907,0
1064,81909,0
1065,81911,0
1066,81912,0
1067,81918,0
1068,81919,0
1069,81923,0
1070,81927,0
1071,82316,0
1072,82318,0
1073,82320,0
1074,82329,0
1075,82333,0
1076,82334,0
1077,82335,0
1078,82354,0
1079,827736,0
1080,83072,0
1081,83140,0
1082,83142,0
1083,83442,0
1084,83445,0
1085,83446,0
1086,858936,0
1087,86090,0
1088,876279,0
1089,89744,0
1090,934635,0
1091,939914,0
1092,943087,0
1093,945573,0
1094,946202,0
1095,981611,0
1096,985543,0
1097,993533,0
1098,102608,0
1099,1029288,0
1100,1035615,0
1101,104121,0
1102,1042110,0
1103,1082734,0
1104,1110837,0
1105,1117616,0
1106,1128653,0
1107,1150398,0
1108,1172676,0
1109,1209333,0
1110,121992,0
1111,1221822,0
1112,122349,0
1113,1224936,0
1114,1232942,0
1115,1237477,0
1116,1239064,0
1117,1240728,0
1118,1244196,0
1119,1258264,0
1120,1258565,0
1121,1264229,0
1122,1265318,0
1123,1279280,0
1124,1282734,0
1125,1291962,0
1126,1299833,0
1127,1306168,0
1128,1312394,0
1129,1316524,0
1130,1320032,0
1131,1322830,0
1132,1323055,0
1133,1326878,0
1134,1340534,0
1135,1346178,0
1136,1348713,0
1137,1352661,0
1138,1369633,0
1139,137955,0
1140,1382908,0
1141,1399334,0
1142,1411634,0
1143,1418877,0
1144,1420837,0
1145,1424038,0
1146,1426824,0
1147,1426901,0
1148,1429854,0
1149,1433144,0
1150,1433190,0
1151,1440222,0
1152,1440981,0
1153,1442139,0
1154,1449758,0
1155,1450213,0
1156,1451822,0
1157,1452274,0
1158,1453279,0
1159,1453445,0
1160,1453938,0
1161,1454500,0
1162,1454511,0
1163,1457365,0
1164,1462192,0
1165,1464361,0
1166,1465235,0
1167,1468880,0
1168,1469063,0
1169,1469964,0
1170,1470080,0
1171,1470961,0
1172,1471640,0
1173,1471834,0
1174,1471908,0
1175,1472003,0
1176,1473783,0
1177,1474500,0
1178,1475010,0
1179,1475265,0
1180,1475357,0
1181,1484244,0
1182,1493217,0
1183,1496844,0
1184,1498697,0
1185,1505643,0
1186,1506930,0
1187,1508100,0
1188,1508101,0
1189,1508120,0
1190,1508129,0
1191,1508140,0
1192,1508148,0
1193,1508192,0
1194,1508212,0
1195,1508271,0
1196,1508275,0
1197,1508276,0
1198,1508335,0
1199,1508342,0
1200,1508345,0
1201,1508347,0
1202,1508358,0
1203,1508373,0
1204,1508374,0
1205,1508409,0
1206,1508424,0
1207,1508425,0
1208,1508435,0
1209,1508463,0
1210,1508476,0
1211,1508494,0
1212,1508551,0
1213,1508581,0
1214,1508618,0
1215,1508643,0
1216,1508659,0
1217,1508684,0
1218,1508685,0
1219,1508687,0
1220,1508688,0
1221,1508701,0
1222,1508703,0
1223,1508707,0
1224,1508710,0
1225,1508718,0
1226,1508732,0
1227,1508733,0
1228,1508752,0
1229,1508770,0
1230,1508771,0
1231,1508776,0
1232,1508783,0
1233,1508786,0
1234,1508809,0
1235,1508861,0
1236,1508877,0
1237,1508884,0
1238,1508900,0
1239,1508903,0
1240,1508904,0
1241,1508921,0
1242,1508923,0
1243,1508978,0
1244,1508988,0
1245,1508996,0
1246,1509016,0
1247,1509018,0
1248,1509023,0
1249,1509024,0
1250,1509037,0
1251,1509045,0
1252,1509052,0
1253,1509066,0
1254,1509115,0
1255,1509117,0
1256,1509123,0
1257,1509174,0
1258,1509184,0
1259,1509221,0
1260,1509223,0
1261,1509260,0
1262,1509261,0
1263,1509263,0
1264,1509278,0
1265,1509343,0
1266,1509374,0
1267,1509388,0
1268,1509406,0
1269,1509439,0
1270,1509454,0
1271,1509471,0
1272,1509498,0
1273,1509580,0
1274,1509608,0
1275,1509769,0
1276,1509783,0
1277,1509784,0
1278,1509850,0
1279,1509851,0
1280,1509895,0
1281,1509896,0
1282,1510100,0
1283,1510211,0
1284,1510218,0
1285,1510219,0
1286,1510220,0
1287,1510239,0
1288,1510247,0
1289,1510287,0
1290,1510299,0
1291,1510320,0
1292,1510394,0
1293,1510395,0
1294,1510409,0
1295,1510444,0
1296,1510447,0
1297,1510458,0
1298,1510477,0
1299,1510480,0
1300,1510495,0
1301,1510547,0
1302,1510587,0
1303,1510590,0
1304,1510608,0
1305,1510618,0
1306,1510639,0
1307,1510646,0
1308,1510674,0
1309,1510745,0
1310,1510786,0
1311,1510816,0
1312,1510822,0
1313,1510835,0
1314,1510845,0
1315,1510850,0
1316,1510888,0
1317,1510913,0
1318,1510967,0
1319,1510981,0
1320,1510982,0
1321,1510993,0
1322,1510997,0
1323,1511012,0
1324,1511014,0
1325,1511034,0
1326,1511041,0
1327,1511043,0
1328,1511100,0
1329,1511115,0
1330,1511125,0
1331,1511138,0
1332,1511141,0
1333,1511143,0
1334,1511178,0
1335,1511181,0
1336,1511190,0
1337,1511196,0
1338,1511210,0
1339,1511241,0
1340,1511269,0
1341,1511290,0
1342,1511308,0
1343,1511374,0
1344,1511399,0
1345,1511400,0
1346,1511472,0
1347,1511473,0
1348,1511477,0
1349,1511478,0
1350,1511489,0
1351,1511533,0
1352,1511539,0
1353,1511545,0
1354,1511552,0
1355,1511598,0
1356,1511607,0
1357,1511635,0
1358,1511657,0
1359,1511731,0
1360,1511737,0
1361,1511746,0
1362,1511762,0
1363,1511812,0
1364,1511819,0
1365,1511827,0
1366,1511841,0
1367,1511848,0
1368,1511933,0
1369,1511939,0
1370,1511949,0
1371,1511959,0
1372,1511965,0
1373,1511971,0
1374,1511977,0
1375,1511990,0
1376,1511991,0
1377,1511993,0
1378,1512018,0
1379,1512019,0
1380,1512021,0
1381,1512057,0
1382,1512093,0
1383,1512095,0
1384,1512096,0
1385,1512104,0
1386,1512139,0
1387,1512161,0
1388,1512167,0
1389,1512169,0
1390,1512179,0
1391,1512203,0
1392,1512234,0
1393,1512303,0
1394,1512313,0
1395,1512345,0
1396,1512381,0
1397,1686652,0
1398,1701857,0
1399,1702373,0
1400,1702605,0
1401,1705066,0
1402,1705405,0
1403,1705787,0
1404,1709147,0
1405,1714122,0
1406,1715575,0
1407,1718300,0
1408,1720406,0
1409,1723888,0
1410,1723895,0
1411,1723924,0
1412,1732573,0
1413,1737534,0
1414,1740956,0
1415,1741367,0
1416,1741384,0
1417,1741463,0
1418,1741503,0
1419,1741529,0
1420,1746684,0
1421,1750344,0
1422,1750366,0
1423,1750415,0
1424,1750463,0
1425,1750469,0
1426,1759263,0
1427,1768223,0
1428,1768225,0
1429,1768296,0
1430,246277,0
1431,253623,0
1432,27007,0
1433,283786,0
1434,286762,0
1435,290239,0
1436,29476,0
1437,328777,0
1438,357312,0
1439,37071,0
1440,41292,0
1441,41310,0
1442,417850,0
1443,42617,0
1444,431846,0
1445,453009,0
1446,46380,0
1447,46388,0
1448,49321,0
1449,49907,0
1450,50304,0
1451,51080,0
1452,52228,0
1453,52514,0
1454,54594,0
1455,55196,0
1456,56326,0
1457,57308,0
1458,57381,0
1459,58718,0
1460,58727,0
1461,59031,0
1462,59975,0
1463,617120,0
1464,62567,0
1465,63597,0
1466,655916,0
1467,662924,0
1468,68239,0
1469,68402,0
1470,694760,0
1471,69612,0
1472,70035,0
1473,70867,0
1474,709911,0
1475,71499,0
1476,71681,0
1477,71694,0
1478,722733,0
1479,72354,0
1480,733834,0
1481,74818,0
1482,74822,0
1483,74830,0
1484,74831,0
1485,74834,0
1486,74837,0
1487,768242,0
1488,780253,0
1489,784503,0
1490,78523,0
1491,79133,0
1492,79143,0
1493,79146,0
1494,79147,0
1495,79149,0
1496,79150,0
1497,79153,0
1498,79154,0
1499,79164,0
1500,79166,0
1501,79167,0
1502,79169,0
1503,79171,0
1504,79172,0
1505,79177,0
1506,79182,0
1507,79188,0
1508,79190,0
1509,79197,0
1510,79198,0
1511,79203,0
1512,79204,0
1513,803764,0
1514,81869,0
1515,81871,0
1516,81932,0
1517,81934,0
1518,81935,0
1519,81941,0
1520,81942,0
1521,81944,0
1522,81947,0
1523,81955,0
1524,81959,0
1525,81962,0
1526,81966,0
1527,81978,0
1528,81981,0
1529,81987,0
1530,82002,0
1531,82005,0
1532,82361,0
1533,831713,0
1534,840020,0
1535,851507,0
1536,853152,0
1537,86158,0
1538,86160,0
1539,86232,0
1540,896626,0
1541,911916,0
1542,951618,0
1543,1050604,0
1544,1056165,0
1545,1062389,0
1546,1066741,0
1547,1074348,0
1548,109359,0
1549,1131309,0
1550,1136072,0
1551,1190300,0
1552,1214601,0
1553,1216800,0
1554,1219641,0
1555,1226394,0
1556,1236908,0
1557,1239589,0
1558,1239987,0
1559,124178,0
1560,1247779,0
1561,1256594,0
1562,1257081,0
1563,1271889,0
1564,1274263,0
1565,1292537,0
1566,1302526,0
1567,1307104,0
1568,1311014,0
1569,1320528,0
1570,1321461,0
1571,1322523,0
1572,1330234,0
1573,1348098,0
1574,1361161,0
1575,1381111,0
1576,1384910,0
1577,1386525,0
1578,1394445,0
1579,1395749,0
1580,1395956,0
1581,1397046,0
1582,1398317,0
1583,1406125,0
1584,1408265,0
1585,1432193,0
1586,1433749,0
1587,1436947,0
1588,1437634,0
1589,1443497,0
1590,1445424,0
1591,1449091,0
1592,1451223,0
1593,1451647,0
1594,1466349,0
1595,1470705,0
1596,1471421,0
1597,1471507,0
1598,1474428,0
1599,1474506,0
1600,1475642,0
1601,1476646,0
1602,1477105,0
1603,1477155,0
1604,1480536,0
1605,1490190,0
1606,1493681,0
1607,1495456,0
1608,1504697,0
1609,1505819,0
1610,1506167,0
1611,1507042,0
1612,1507915,0
1613,1508080,0
1614,1508090,0
1615,1508138,0
1616,1508153,0
1617,1508178,0
1618,1508190,0
1619,1508213,0
1620,1508228,0
1621,1508234,0
1622,1508235,0
1623,1508278,0
1624,1508317,0
1625,1508319,0
1626,1508324,0
1627,1508339,0
1628,1508348,0
1629,1508350,0
1630,1508351,0
1631,1508354,0
1632,1508355,0
1633,1508364,0
1634,1508367,0
1635,1508389,0
1636,1508399,0
1637,1508400,0
1638,1508405,0
1639,1508411,0
1640,1508417,0
1641,1508469,0
1642,1508479,0
1643,1508530,0
1644,1508547,0
1645,1508554,0
1646,1508557,0
1647,1508577,0
1648,1508585,0
1649,1508607,0
1650,1508621,0
1651,1508629,0
1652,1508631,0
1653,1508651,0
1654,1508657,0
1655,1508669,0
1656,1508702,0
1657,1508716,0
1658,1508725,0
1659,1508735,0
1660,1508775,0
1661,1508789,0
1662,1508825,0
1663,1508857,0
1664,1508863,0
1665,1508899,0
1666,1508910,0
1667,1508911,0
1668,1508914,0
1669,1508917,0
1670,1508935,0
1671,1508955,0
1672,1508967,0
1673,1509010,0
1674,1509019,0
1675,1509040,0
1676,1509050,0
1677,1509075,0
1678,1509077,0
1679,1509127,0
1680,1509154,0
1681,1509158,0
1682,1509160,0
1683,1509164,0
1684,1509170,0
1685,1509177,0
1686,1509185,0
1687,1509192,0
1688,1509216,0
1689,1509218,0
1690,1509225,0
1691,1509226,0
1692,1509230,0
1693,1509234,0
1694,1509248,0
1695,1509256,0
1696,1509286,0
1697,1509291,0
1698,1509338,0
1699,1509350,0
1700,1509372,0
1701,1509389,0
1702,1509414,0
1703,1509482,0
1704,1509501,0
1705,1509545,0
1706,1509578,0
1707,1509581,0
1708,1509647,0
1709,1509649,0
1710,1509650,0
1711,1509652,0
